vendor,legal_name,entities,category,federal_tax_classification,tax_address_on_file,contacts,active,spend_all_time,spend_365d,ramp_vendor_uuids
Alon Brands,,FL|TN,Fuel and Gas,,,0,yes,65.27,65.27,010db32e-0b91-4796-af82-0dca991333ac|d8d9ba33-67b8-49c5-850a-ce8929caf89e
Phillips 66,,TN,Fuel and Gas,,,0,yes,65.22,65.22,11f438b6-b2a4-4afc-9ab6-69bbe7e3ccd9
DS Sports Nutrition,,TN,Supermarkets and Grocery Stores,,,0,yes,64.74,64.74,3cf4012c-3ba1-458e-b49e-37652de97cb5
Fridays UK,,FL|TN|TX,Restaurants,,,0,yes,64.30,64.30,902ddf5d-8791-43bf-8987-afa2364dc0aa|2c5d6624-f3d6-4255-861c-e56c0bfbc0b9|ba76529c-fd30-463c-8c59-ae797263d1ce
Komoon Thai Sushi & Ceviche - Bonita Springs,,FL,Restaurants,,,0,yes,63.90,63.90,7635f07f-d0d5-406d-a6c1-65ee871b0315
Crema Gourmet Espresso Bar,,FL,Restaurants,,,0,yes,63.65,63.65,7f0f32d9-d29b-4982-92d2-c2e6bc82c3c5
Zukku Sushi,,FL|TN,Restaurants,,,0,yes,63.57,63.57,6346a60a-5d7b-4e54-8e36-53c9990d1139|ac5996f5-b1c0-4456-b097-04f0bf395528
United Dairy Farmers,,TN,Fuel and Gas,,,0,yes,63.57,63.57,8910479e-b311-45bd-857f-c80885eb2728
Hank's Seafood Restaurant,,TN,Restaurants,,,0,yes,63.42,63.42,3473bcd1-d117-4978-9ade-610ab460aa00
Little Bird Kitchen,,TN,Restaurants,,,0,yes,63.41,63.41,4ffc2c9a-4cbd-47ce-b3f5-a9febefd7630
Dos Gatos Kolache Bakery,,TX,Restaurants,,,0,yes,63.01,63.01,5da9b1be-c22b-4b31-bd34-8eff44a083cd
Sweetgreen,,TN,Restaurants,,,0,yes,62.89,62.89,b6caf206-b6a3-4bcf-b6ab-e777882ee811
Jewell,,TN,Fuel and Gas,,,0,yes,62.80,62.80,e1540927-b3e5-480e-9e58-887973acf96f
Rize Coffee And Pa,,FL,Restaurants,,,0,yes,62.74,62.74,75f908b3-d68c-40f7-8144-0c1a24048f72
South Boston Gas House,,TN,Fuel and Gas,,,0,yes,62.18,62.18,3c0280bc-f48b-4b89-8a14-b2f9e0672b11
CO,,TN,Restaurants,,,0,yes,61.83,61.83,a18d3299-8063-4ed8-b716-05fd77c7019f
In-N-Out Burger,,TN,Restaurants,,,0,yes,61.77,61.77,ddb02391-119e-49d0-b189-0eacc4c3e0dc
Road Ranger,,TN,Fuel and Gas,,,0,yes,61.59,61.59,62e7ccda-2e0d-4b60-a4ad-c34670726ae8
Croissant & Co,,FL,Restaurants,,,0,yes,61.44,61.44,0a26ac93-9163-484e-9adf-c8b6c0571371
Easy Like Sunday,,TN,Restaurants,,,0,yes,61.05,61.05,0a851a3c-fa8a-4fc3-8bff-c057539f4451
Mapbox,,TN,SaaS / Software,,,0,yes,60.75,60.75,92f94da3-b052-46ad-ba48-c82fea1cd419
Mad Batter Kitchen,,TN,Restaurants,,,0,yes,60.61,60.61,2bec1da6-732a-4121-a1ab-f57ad0c78546
Proshred Security,,FL,"Freight, Moving and Delivery Services",,,1,yes,60.00,60.00,969bc7ba-e722-4c18-9e6e-a2f852465dc0
Cooper City,,FL,Supermarkets and Grocery Stores,,,0,yes,59.88,59.88,34acbbb4-cadb-4667-a71a-aace03416131
PlatePass,,FL,Travel Misc,,,0,yes,59.69,59.69,1ca38fab-9665-44dc-a2f5-1b267506467b
Papagayo,,FL,Restaurants,,,0,yes,59.40,59.40,67fb0ce4-c1c0-49e5-8344-6abe51c235c0
Roadway,,FL,Fuel and Gas,,,0,yes,59.35,59.35,4d2ea54e-c3ce-4cbe-95ad-f2aa69be9ef8
Urban Cookies Bakeshop,,TN,Restaurants,,,0,yes,58.95,58.95,1ff29dbf-0155-4401-9239-3bfe8b0265ba
Tinta y Cafe,,FL,Restaurants,,,0,yes,58.62,58.62,62c87e66-4774-440d-b179-f70054a55508
Winchell's,,TN,Restaurants,,,0,yes,58.59,58.59,54ed330d-6f90-491c-ba39-176aa2e48572
Sunset U Gas,,FL,Fuel and Gas,,,0,yes,58.53,58.53,3dc2735c-d79e-432d-93f9-2fabd8254b16
FIGS,,TN,Clothing,,,0,yes,58.32,58.32,d7fa354b-ac1c-48f5-9e59-7889b512bb26
Grain and Berry,,FL|TN,Restaurants,,,0,yes,58.30,58.30,77e9f245-dc8a-4306-a6a9-769638dea286|c2418916-0707-4dde-8c04-738fb804a772
Jersey Girl Bagels,,FL,Supermarkets and Grocery Stores,,,0,yes,58.00,58.00,b6ec0d2f-f6ce-4441-aeca-27dd9bb90262
Sonic Drive-In,,FL|TN,Restaurants,,,0,yes,57.75,57.75,cf8ee4c3-6e54-4a5b-b54d-b5d63ad49789|687e418b-60e7-4228-aca5-1e1f7db7a439
BENTO asian kitchen + sushi,,FL,Restaurants,,,0,yes,57.62,57.62,e9db5787-5a82-4eac-8e98-0d2c382789c9
"Asheville, NC",,TN,Fuel and Gas,,,0,yes,56.97,56.97,32c8327c-23cd-4855-99dd-0f5129f09b28
The Bagel Factory,,FL,Restaurants,,,0,yes,56.87,56.87,05af2205-c7fb-4dd7-9368-6246dc310900
Bagel World,,TN,Supermarkets and Grocery Stores,,,0,yes,56.00,56.00,9912898a-893a-47d4-baaa-aa9f6404ca35
Mon Paris,,FL,Restaurants,,,0,yes,55.95,55.95,6191d9b2-cef2-4f20-a32c-cbb46643d74b
Bar Louie,,FL,Restaurants,,,0,yes,55.68,55.68,24273519-b8de-4d12-8d01-a073fb0c95b2
Speedy Pac 5,,TX,Fuel and Gas,,,0,yes,55.66,55.66,59118310-ae6c-4191-b144-68c822a1aa7d
4017 Jnn Germantown Restaurant,,TN,Restaurants,,,0,yes,55.60,55.60,10fcd95b-8c4a-4564-b7fa-e04e315fd222
Whip In,,FL,Fuel and Gas,,,0,yes,55.50,55.50,925acce3-1937-4c28-9a8d-3fd2f0ec018b
6122 Tpa Illy Espressa Restaurant,,FL|TN,Restaurants,,,0,yes,54.95,54.95,1f66f90d-6f8f-4c0d-a196-0adcab49724b|3a7fb2a9-bdc9-44c5-a54e-8f3bfddc3310
AJL International,,TN,Taxi and Rideshare,,,0,yes,54.81,54.81,b8d79e5d-5264-42b3-982a-8f2e4210637e
Perla Baking,,FL,Restaurants,,,0,yes,54.32,54.32,29936da9-5824-4595-94fb-a007fb6a7bfb
Charred Oak Kitchen + Bar,,TN,Restaurants,,,0,yes,54.21,54.21,d1e408bd-95f4-47d0-98a9-524cd5c45d18
4041 Jnn Chattanooga Restaurant,,TN,Restaurants,,,0,yes,53.99,53.99,2c994f82-42dd-4680-96f7-47cb617cb7a6
Piccadilly Restaurants Cafeteria,,FL|TN,Restaurants,,,0,yes,53.57,53.57,67e3d92a-7b15-4b20-b220-d73c7916c4d1|7ae7d4a0-6579-4fec-8226-3e3bb8929801
Papa Yun's Donuts,,FL,Restaurants,,,0,yes,53.45,53.45,23f0ca64-1a65-4af9-a98d-aa5effba0e18
The Hungry Greek,,FL,Restaurants,,,0,yes,53.45,53.45,3cf96c5f-0634-4f18-ba17-278cdd344578
Jonathan's Grille,,TN,Alcohol and Bars,,,0,yes,53.37,53.37,b6fe6f52-fe77-48b7-8041-79ddbab5f5b1
Towne Park,,FL|TX,Parking,,,0,yes,53.26,53.26,34d58981-33a5-4c83-bc46-ce092cda9607|29e9702e-50dd-490e-ab6c-61a4f89a9058
Food City,,TN,Supermarkets and Grocery Stores,,,0,yes,53.00,53.00,bc0e1b41-6d8a-4862-a74d-6586f84b7735
Donut Palace,,FL|TX,Supermarkets and Grocery Stores,,,0,yes,52.99,52.99,208325c6-2a17-42b5-a6e8-89e424e04433|c22172dc-5d8d-4a4a-9a0d-43079ed8dee8
Quaker Xtrafuels,,TN,Fuel and Gas,,,0,yes,52.64,52.64,d4987cdd-44f3-45ba-a589-d9032bc63645
Hurtado Barbecue,,FL,Restaurants,,,0,yes,52.37,52.37,9a097b76-e850-43e3-827d-c06ea4b5ee53
OLO 130 hg Exton,,TN,Restaurants,,,0,yes,52.22,52.22,8e8d84a0-26f9-47f0-b447-dd2baac1e5cb
Froggy's Grub & Pub,,FL,Restaurants,,,0,yes,52.15,52.15,a993566c-cf3a-4b78-99e8-2932afe8ee8a
Cool River Cafe,,FL,Restaurants,,,0,yes,51.99,51.99,a5954194-ab66-4c7f-ac9d-791ecb48b9b3
Spectrum Laboratory,,FL,General Merchandise,,,0,yes,51.91,51.91,2a608b5b-e2a1-4da5-a1af-b92533e3e14b
Alba Breakfast & Brunch,,FL,Restaurants,,,0,yes,51.42,51.42,0656538f-a896-46d5-9e91-c069fdd76356
Firebox Grill,,FL|TN,Restaurants,,,0,yes,51.19,51.19,a18bae75-9d39-4839-bc7d-fe7713f3e47e|461bc863-df3c-4127-89ba-546310399a17
BJ's Wholesale Club,,TN,General Merchandise,,,0,yes,51.18,51.18,69667c72-63cd-422b-951c-5c6efd8b3cc0
Le Cafe Aria,,FL,Restaurants,,,0,yes,51.17,51.17,9a7b6f62-1715-436b-92b7-0231320ac8b1
Overton Hotel & Conference Center,,FL,Lodging,,,0,yes,51.17,51.17,3e915be8-9f1b-4fe3-a109-7374ead419af
Old Mountain Lanes,,TN,Entertainment,,,0,yes,50.00,50.00,fcbeb569-887c-40e3-9786-8638bb8bcee5
The Inn on Fifth,,FL,Lodging,,,0,yes,49.95,49.95,1403c795-e4cf-4fa3-83e0-b912d920b60a
Cervantes Restaurant,,FL|TN,Restaurants,,,0,yes,49.51,49.51,9dd6f391-9581-4f44-bc7e-27ad7bb31be9|5e3b470c-cca1-4663-9b51-adc1e93fac4a
Li'L Cricket 3812,,TN,Fuel and Gas,,,0,yes,49.10,49.10,d20220a1-9130-4d02-b923-e0b312ce361f
Osaka Hibachi Sushi & Bar,,TX,Restaurants,,,0,yes,49.03,49.03,aba1b434-7686-407d-a6e7-bcc0f0e08955
Codia AI,,TN,SaaS / Software,,,0,yes,49.00,49.00,8f9bbdfb-05f6-4da4-be67-cfbf17bd0344
Little Caesars,,TN,Restaurants,,,0,yes,48.85,48.85,d7ab9d95-5ed5-4ad0-96c3-15bff654de53
Fabletics,,TN,Books and Newspapers,,,0,yes,48.75,48.75,bdcfa004-147e-44b8-b458-dec5ddd54c59
Stadium Club at the Max,,TN,Restaurants,,,0,yes,48.55,48.55,ab1460fa-8ebe-4d53-b859-63bf19c3b789
Venezia's New York Style Pizzeria,,TN,Restaurants,,,0,yes,48.54,48.54,d0322596-4ab3-48be-8486-4ea5cd61f63f
La Tavola,,TN,Restaurants,,,0,yes,48.28,48.28,c68d9e21-ea08-4d23-992f-1a330060e8f4
Mason Bar,,FL,Restaurants,,,0,yes,48.13,48.13,9f53150a-de31-48f9-838b-f02c2e5512eb
SPREAD & CO.,,TN|TX,Restaurants,,,0,yes,48.12,48.12,3bc4d5d8-a062-466c-9512-95502d0500cc|2ef0c1dc-ab08-4563-af8e-9c79eb192cde
Ahvery Bakes,,FL,Supermarkets and Grocery Stores,,,0,yes,48.00,48.00,427d3a7b-496e-4caf-ab8b-05b36560a60b
BWI Parking,,TN,Parking,,,0,yes,48.00,48.00,d38a6622-f8b5-4f25-b6d8-db1816fd6326
Way,,TN,Car services,,,0,yes,47.98,47.98,820b41fd-7577-499b-89de-0972d56fb138
PC Optimum,,TN,Fuel and Gas,,,0,yes,47.72,47.72,333fc858-36fa-42b3-af3f-ba0e4a07f0c3
Southlake 209 Restaurant,,FL,Restaurants,,,0,yes,47.67,47.67,b3ea2f2d-71c2-4e2f-9166-6f35ea156e57
Buffalo Wild Wings,,FL|TN,Restaurants,,,0,yes,47.60,47.60,c26bf042-55c1-45bd-b925-1fc7ff8bce76|1c2e2199-c834-498d-835b-929020948641
Connors Steak & Seafood,,TN,Restaurants,,,0,yes,47.33,47.33,26822cea-1724-4d31-8e49-0ff973a09073
Meatballs Pizzeria,,TN,Supermarkets and Grocery Stores,,,0,yes,47.26,47.26,5db52604-9d98-4279-8d95-88feeb2f0486
Mpg #144,,TN,Fuel and Gas,,,0,yes,46.34,46.34,ec549a40-70ef-4c67-b696-4a22192d6800
Sushi Soho,,TN,Restaurants,,,0,yes,46.07,46.07,5b24ebcf-27cd-44e6-b8d0-f169e6dc8bfa
Nouria,,TN,Fuel and Gas,,,0,yes,46.00,46.00,c2cf2f45-63ea-43cd-a78c-8d08522baa3a
Grandview Cafe,,TN,Restaurants,,,0,yes,46.00,46.00,5f0e2663-7a6b-44a8-9fc1-ac08a64c9a81
Tom Thumb Express,,FL,Fuel and Gas,,,0,yes,45.41,45.41,02605b19-ff39-4609-95e0-5ab595571e74
Puerto Rico,,FL,Fuel and Gas,,,0,yes,45.00,45.00,90014795-326a-451f-b5bb-c41c2a957d83
Specialty Bottle,,TN,General Merchandise,,,1,yes,44.98,44.98,1e05fb16-3b7d-4410-bca9-2df1e35c7b47
Ingles Markets,,TN,Supermarkets and Grocery Stores,,,0,yes,44.67,44.67,c91aacd2-a8df-4e0a-93cb-37e1e35f82a2
Modern Market,,TN,Restaurants,,,0,yes,44.12,44.12,4c9db87a-bb6e-4e72-bac4-02029f319021
River Oaks Restaurant,,FL,Restaurants,,,0,yes,44.00,44.00,65beb73c-4cde-4d4e-a5a6-c7f0e5f4d569
Render,,TN,SaaS / Software,,,0,yes,44.00,44.00,52acb6fa-3eed-410c-b450-9dbd307c9c8c
Ichi Togarashi,,FL,Restaurants,,,0,yes,43.88,43.88,2284e91d-4450-4900-a74f-a30465078dbe
Greenhouse Bar,,TN,Restaurants,,,0,yes,43.84,43.84,02be5887-1885-4af9-9872-018c5ca01039
MP PACK-N-MAIL,,FL,Professional Services,,,0,yes,43.83,43.83,5e0f2440-0b80-4d6e-b187-d9aead6c8620
FlameStone American Grill,,TN,Restaurants,,,0,yes,43.45,43.45,013b6074-0f17-43cb-bb07-9a8e448df07d
Fast Stop,,TN,Fuel and Gas,,,0,yes,43.32,43.32,a251ccd8-ca6f-432e-bef0-dc97a8569dc1
Pluckers Wing Bar,,FL,Restaurants,,,0,yes,43.13,43.13,46b04d0d-5611-466a-b3d4-f0ddbacad867
1025 Eddy St,,TN,Fuel and Gas,,,0,yes,42.96,42.96,252ab496-2dce-4658-a63f-bc1c5dfeb815
Calhoun's,,TN,Restaurants,,,0,yes,42.74,42.74,57c2eced-f7c5-42ef-867c-d33e32ccf505
Clarks #49,,FL,Fuel and Gas,,,0,yes,42.73,42.73,3c14a6bc-4389-48e2-a6f0-984ad1dcd2e9
Lupe Tortilla,,FL,Restaurants,,,0,yes,42.70,42.70,76cf7119-03d3-4970-ae9f-5baf229ab635
Mary's Mountain Cookies Missoula,,TN,Supermarkets and Grocery Stores,,,0,yes,42.44,42.44,74381c41-7f1c-48e1-b142-8d680db15d9d
Elote Cafe & Catering,,TX,Restaurants,,,0,yes,42.24,42.24,d7873012-b6ad-4ded-93a4-95015bf49c5c
Chopt,,TN,Restaurants,,,0,yes,42.14,42.14,a7a6bc23-c218-420e-aee9-534a57ab65e7
Empire Bagel Factory,,FL,Supermarkets and Grocery Stores,,,0,yes,42.13,42.13,252d01f0-7309-44c7-8d6f-8824d30cbd3f
Salt & Vine,,TN,Restaurants,,,0,yes,41.97,41.97,b2c8a7dd-8ca1-42d2-ae7f-eb0146a82237
Littleton's Market,,TN,Supermarkets and Grocery Stores,,,0,yes,41.69,41.69,be45edde-e5e2-4018-a422-4feafe060186
Fajita Pete's - Spring,,TX,Restaurants,,,0,yes,41.69,41.69,b1f85249-d196-4ff8-b900-ad4f28e43a1c
Brass,,TN,General Merchandise,,,0,yes,41.62,41.62,5cd7f998-e584-4501-bc5d-112c7f74bca0
Zaap Kitchen Lao & Thai Street Eats,,TN,Restaurants,,,0,yes,41.62,41.62,e39552dd-a3ef-4265-90be-f22b4127f6af
Spinx,,TN,Fuel and Gas,,,0,yes,41.22,41.22,4774eeae-ab42-452b-9179-ae2c702b4bae
Momiji Japanese Restaurant,,FL,Restaurants,,,0,yes,41.19,41.19,d05b5ff0-a16a-4741-853a-22b177b73056
New York Bagels `N Bialys,,TN,Restaurants,,,0,yes,41.14,41.14,12d71478-a245-410a-81aa-26b153db56b3
White Moon,,TN,Restaurants,,,0,yes,41.01,41.01,b49345a1-95d1-4ea2-88a0-dbcef418ab84
Firkin & Flyer,,TN,Restaurants,,,0,yes,40.70,40.70,f7944244-c692-4a40-b77a-47d5cea40d42
Randall,,TX,Fuel and Gas,,,0,yes,40.69,40.69,7fb0b5c1-70d3-448f-aa62-e2ebffff446c
Whataburger,,FL|TN,Restaurants,,,0,yes,40.58,40.58,959f93e8-e991-4aca-bc7b-c4e30f17f130|2da60e8f-83c3-496e-b0a0-c0cc1d47a1b7
Tailwind,,FL|TN,Restaurants,,,0,yes,40.56,40.56,80d17674-5c87-4b08-85e3-b1b2facbcc8b|d41e5bc8-73d0-4323-b7ba-e60a4a6f80df
Cuban Taste Restaurant,,FL,Restaurants,,,0,yes,40.50,40.50,57caba36-6828-423d-9170-f112c7d2de4e
Umiya Sushi,,FL,Restaurants,,,0,yes,40.42,40.42,410dec9e-1d50-4413-a08e-fab86e160338
Hobby Lobby,,FL|TN,General Merchandise,,,0,yes,40.37,40.37,51828be9-5128-4a11-8038-44b4648d07d2|ff466794-6c56-42ca-abf2-2282863522eb
Sinclair,,TN,Fuel and Gas,,,0,yes,40.29,40.29,c1e521ba-9081-4554-b3de-b94df75eaaf7
Rumi's Kitchen,,TN,Restaurants,,,0,yes,40.17,40.17,fd5704f6-d480-4794-9077-c01a9f3595f1
Red Barn Bar-B-Que,,FL,Restaurants,,,0,yes,40.11,40.11,8ad2556c-3e7c-4879-9599-69baed046c86
EZ TAG,,TX,Travel Misc,,,0,yes,40.00,40.00,06cdf67b-bbe9-4f7d-8a69-438454ec4fd8
Winchell's Donut House,,TN,Restaurants,,,0,yes,39.81,39.81,0553c899-1c12-4a20-b4d8-8dfb628b925d
Kiwami Sushi & Ramen,,FL,Restaurants,,,0,yes,39.74,39.74,e6de68e9-cb88-4fd8-b307-e3b909963d91
Mimmo's Italian Village,,FL,Restaurants,,,0,yes,39.69,39.69,5e5b4d26-9bd9-4562-b058-fe0046a58ec5
Groupers At The Pier,,TN,Restaurants,,,0,yes,39.65,39.65,c848ab61-9862-4028-ba4a-6d6f33dbb8b2
Goose Island,,TN,Restaurants,,,0,yes,39.55,39.55,2237c3ff-f2cc-46b6-bea9-017b4e425c7c
Aunt Kelly's Cookies,,TN,Supermarkets and Grocery Stores,,,0,yes,39.43,39.43,8ca34771-ac98-4f47-996e-97df5a32f0e1
Parking Management,,TN,Parking,,,0,yes,39.30,39.30,0b64b992-258a-4e84-b470-77122ed952c5
Culinary Dropout,,TN,Restaurants,,,0,yes,38.80,38.80,852de6d5-6b07-4bd4-a110-a32fae3d6440
Senor Tequila's,,FL|TN,Restaurants,,,0,yes,38.41,38.41,2832691f-fb73-47e9-b7bd-5dcbfe4967ba|082403be-446d-4448-84fc-fbffb1145448
PATTIcakes,,FL,General Merchandise,,,0,yes,38.27,38.27,6d5a143f-793b-4ac4-8777-1e5f5194d821
Swift Ella,,FL,Fuel and Gas,,,0,yes,38.27,38.27,e54fabce-93bc-4467-968a-f2e139196c6d
Kellys Irish Pub,,FL,Restaurants,,,0,yes,38.20,38.20,32fc124b-437d-48d2-a7a5-3a8637be8320
Johnson Donuts,,TX,Supermarkets and Grocery Stores,,,0,yes,38.00,38.00,7d32e006-8a17-4d47-9674-ca6e67981338
The Londoner Pub,,FL,Restaurants,,,0,yes,37.89,37.89,953a0adb-d7c4-4b44-aa1b-7e374af00c4c
Juice 'N Java Cafe,,FL,Restaurants,,,0,yes,37.78,37.78,62d6d4ee-3837-45c9-890a-83bdf054cea6
Kura Revolving Sushi Bar,,TN,Restaurants,,,0,yes,37.78,37.78,b72c51f5-e4dc-4fe2-8741-966df0ddf95a
San Diego Grill,,FL,Restaurants,,,0,yes,37.69,37.69,f32f4314-47dc-492f-bd86-1ec5c885ba1e
Beignets & Brew,,TN,Restaurants,,,0,yes,37.61,37.61,570be31b-3c96-4f70-b820-5532852f6e06
We Knead Donut,,TN,Restaurants,,,0,yes,37.52,37.52,adfad357-f7fd-407b-aa7e-f90f57bcaabd
Maggiano's Little Italy,,FL,Restaurants,,,0,yes,37.44,37.44,f04a7fa5-5d6c-487b-9d95-086b3885f5f1
Marlstone Retail Center,,TX,Fuel and Gas,,,0,yes,37.24,37.24,6c19fb35-c341-4a8a-a8a2-c4a0c936d001
L C Sarah Mart,,TX,Fuel and Gas,,,0,yes,37.19,37.19,4b40a720-fb64-443c-beb6-b87aff45267e
Foodies Corner,,TX,Supermarkets and Grocery Stores,,,0,yes,37.07,37.07,29d48908-7aee-45bd-beab-2064f33ac458
Cafe Zupas,,TN,Restaurants,,,0,yes,36.83,36.83,fe08883d-596d-4288-9437-90ff14058045
4200 GLADE RD,,FL,Fuel and Gas,,,0,yes,36.72,36.72,ff738391-b290-43d7-9711-a1a5ef5080d3
Brooks Tavern,,TN,Restaurants,,,0,yes,36.65,36.65,b74b5f0c-26c6-4c69-b9b4-25a2522083ab
Oscar's Place,,TN,Restaurants,,,0,yes,36.59,36.59,f91bb66d-5d3c-4a96-9257-d0e36686063c
High's,,TN,Fuel and Gas,,,0,yes,36.52,36.52,1437a6aa-73b2-42db-b38f-81e06de0928e
Sky Harbor,,FL,Restaurants,,,0,yes,36.49,36.49,f373f3fb-0a61-446c-a164-40151c3951ac
Burger King,,TN,Restaurants,,,0,yes,36.42,36.42,6af55a62-c6ba-4e36-beef-441a0c72656f
2941 Street Food - Bloomfield Hills,,TX,Restaurants,,,0,yes,36.10,36.10,868d4380-0eba-4013-8735-4aea081f11f8
Shahs Bazaar,,FL,Supermarkets and Grocery Stores,,,0,yes,35.98,35.98,0bff0ea6-c43d-4d5d-860f-5d083630606b
The Original Cocina Azul,,TN,Restaurants,,,0,yes,35.94,35.94,523f057c-66a7-4eb2-9506-e3acc1006e69
The Rocks,,TN,Supermarkets and Grocery Stores,,,0,yes,35.78,35.78,acdd257e-9c9b-4b23-9589-37a9368ff4a1
Nino's Bakery,,FL,Supermarkets and Grocery Stores,,,0,yes,35.69,35.69,7b4bc8dd-4be5-41f2-81af-9db34764d131
Red Bowl Asian Bistro,,TN,Restaurants,,,0,yes,35.42,35.42,dae08c75-da10-46a9-9833-a0c2ef62c68f
Thirsty Moose Taphouse,,TN,Restaurants,,,0,yes,35.28,35.28,71d819e7-034c-495d-8eba-7d066e01e03f
Chicken Express,,TX,Restaurants,,,0,yes,35.26,35.26,bef425ee-3d89-4bf9-889d-1883a62f5d29
Wako Japanese Cuisine,,TN,Restaurants,,,0,yes,35.16,35.16,9ec19c6d-d40f-4309-9675-418bd6aeea7a
Orlando's Italian Restaurant,,FL,Restaurants,,,0,yes,35.06,35.06,964df77f-fbe4-4832-9adb-888d87b751af
Lettuce Restaurant & Catering,,TN,Restaurants,,,0,yes,35.03,35.03,b08d6364-9d70-466d-a308-1d0b85697d6c
Live Oak Pharmacy,,FL,Supermarkets and Grocery Stores,,,0,yes,35.00,35.00,6131dcb3-d89d-41e4-b493-20322bc50043
Second Bar + Kitchen,,FL,Restaurants,,,0,yes,34.85,34.85,613ba13b-7db3-4351-a213-5cfdd4e7755e
West Texas Chophouse,,FL,Restaurants,,,0,yes,34.76,34.76,22c3294f-eaf5-4500-a221-d392f48b1e5e
One Stop Nutrition,,TN,Restaurants,,,0,yes,34.20,34.20,7a864b11-4ba4-49ab-8bf2-c8b10b19d303
Ace Hardware,,TN|TX,General Merchandise,,,0,yes,34.14,34.14,137a6a41-f161-463c-85bf-17757b4d78c3|d4b45ebb-9ba6-448c-91f7-0edc4a6cdd2e
Kincaid's Hamburgers,,FL,Restaurants,,,0,yes,34.09,34.09,34ffda17-ee8c-4dd2-824b-d06df29ace28
Cubans Be Like Restaurant,,FL,Restaurants,,,0,yes,33.67,33.67,4faaa368-0381-46fa-b5b4-59928d480deb
Cinco de Mayo,,FL,Restaurants,,,0,yes,33.57,33.57,b25462f3-7990-4c15-84ed-0842916ab298
Mansfield,,FL,Restaurants,,,0,yes,33.56,33.56,236eb93d-719e-40c3-8996-3da47497778c
Great Divide,,TN,Restaurants,,,0,yes,33.53,33.53,cfa2ea80-15aa-404b-9a9f-5964caa8298f
Charleys Philly Steaks,,TN,Restaurants,,,0,yes,33.52,33.52,a1723d79-c6f3-4a72-b87c-cafe6e886099
The Olive Tree Mediterranean Grille,,FL,Restaurants,,,0,yes,33.05,33.05,46bc4dd8-128b-46a3-b1ed-2efba4c9923f
Gas N Go Corp,,TN,Fuel and Gas,,,0,yes,33.03,33.03,92ceeaf7-d9ef-43f7-8df4-deae8912c2e4
Apq 250 West 55th Ny Llc,,FL,Restaurants,,,0,yes,32.92,32.92,52ba9251-9e09-42e6-82d5-ddd8f85d6b84
Gritty McDuff's Brew Pub,,TN,Alcohol and Bars,,,0,yes,32.92,32.92,41e71ca9-94b5-4cb4-bb20-ff79912051cf
Piada Italian Street Food,,FL,Restaurants,,,0,yes,32.90,32.90,1391be6e-75e3-4a03-9fd7-acc39ea6fd16
Walden's,,TN,Fuel and Gas,,,0,yes,32.60,32.60,8464f68a-4ca1-40b8-ab77-a7b4a99c4a8f
YOUYU Noodle Bar,,FL,Restaurants,,,0,yes,32.52,32.52,99ad3650-fe5d-4b93-ba09-8f10f8bf179e
Kerbey Lane Cafe,,TX,Restaurants,,,0,yes,32.49,32.49,3f479d56-8d9d-4fdd-99c4-f9f128cd4b88
Holy Rollie Pastry Shop,,FL,Supermarkets and Grocery Stores,,,0,yes,32.20,32.20,9b2b3829-050f-4c8d-9105-3e8c942b343c
Portillo's Hot Dogs,,TN,Restaurants,,,0,yes,31.95,31.95,84f870a8-67f2-4b65-8e9f-0ea971e9e24d
Tailgate Tavern,,TN,Restaurants,,,0,yes,31.61,31.61,56f5af0a-4864-4a31-990f-d5bebde8a468
Lotioncrafter,,TN,General Merchandise,,,0,yes,31.49,31.49,310ad965-0453-4e9f-ab38-95b1761c0309
Central Florida Expressway Authority,,FL,Travel Misc,,,0,yes,31.42,31.42,5a79eec7-d690-48a4-b5b3-45e4a9c15410
Smoky Mountain Brewery,,TN,Restaurants,,,0,yes,31.27,31.27,687c0fc6-f1c3-420d-b243-d1ba7e579fd7
The Narra Tree,,FL,Restaurants,,,0,yes,31.20,31.20,2a62e5dc-b37c-4093-9233-b91ed469efba
Dc 178 300 East Pratt Street,,TN,Parking,,,0,yes,31.00,31.00,23fc8d41-8c05-432b-8c0d-9fe2ef13390a
Firehouse Subs,,TN,Restaurants,,,0,yes,30.51,30.51,89d616a3-bf6b-48f3-90de-7920ce43fda5
Kool Corner,,TX,Fuel and Gas,,,0,yes,30.47,30.47,306a2e2e-fefa-4e56-a114-81a60325f6a4
Don Tequilas Mexican Grill & Cantina,,TN,Restaurants,,,0,yes,30.36,30.36,8a490eb9-8e59-415e-ab44-00807c5043f3
Tasty Heaven Sandwiches,,TN,Restaurants,,,0,yes,30.26,30.26,e04ccdeb-dc4a-4d62-a94e-bc3cf1a8aa7e
Steamworks Brewing Company,,TN,Restaurants,,,0,yes,30.19,30.19,dac4f676-8455-4607-8190-b349c2af187e
BLVD at Lenox,,FL,Parking,,,0,yes,30.00,30.00,8b8c6674-3e29-49d9-abc6-e8946a7558ef
Reparada Service Station,,FL,Fuel and Gas,,,0,yes,30.00,30.00,c2d416f2-bc74-4d85-93b1-39fbe6b06945
Gs1 Us,,TX,Professional Services,,,0,yes,30.00,30.00,535ec777-034a-4525-9d40-fb3e7ba0b86d
The Westin,,FL,Lodging,,,0,yes,29.84,29.84,e701531d-032c-472f-9f55-315ffe268c26
